,name,keywords
500,Ice,Couch Lock Exhilarating Narcotic Sour Psychedelic Spicy Ginger Relaxing Paranoia Head Sleepy Thought provoking Sweet Herbs Calming Acidic Body Bitter
501,Power Africa,Pepper Uplifting Narcotic Sour Spicy Relaxing Head Sugar Floral Fruity Nectar Sweet Herbs Calming Sandalwood Body
502,SFV OG Kush BX2,Couch Lock Exhilarating Body Narcotic Appetizing Fresh Nuts Sleepy Head Thought provoking Rosted Nuts Meditativ Pain numbing Relaxing Nuts Bitter
503,White Castle,Pepper Body Orange Blossom Earth Spicy Ginger Relaxing Sleepy Head Floral Fruity Pine Sweet Herbs Meditativ Calming Microbiological Couch Lock
504,Black Domina,Narcotic Appetizing Psychedelic Earth Spicy Paranoia Relaxing Sleepy Head Meditativ Pain numbing Microbiological Calming Body Couch Lock
505,G Force,Activate Energetic Earth Spicy Hashish Relaxing Head Sleepy Musky Microbiological Calming Body Wood Couch Lock
506,Sensi Skunk,Couch Lock Activate Appetizing Nervous / Fidgety Dizzy Paranoia Light headed Sleepy Head Thought provoking Meditativ Uplifting Relaxing Spacy / Confusedly Pain numbing Calming Body Aphrodisiac
507,Jack the Ripper,Exhilarating Citrus Sour Psychedelic Body Narcotic Lemon Head Racy Chemical Spacy / Confusedly Dizzy Diesel Sweet Lemon Bitter
508,Caramelice,Uplifting Narcotic Energetic Spearmint Spicy Butterscotch Hot Mint Hashish Head Sugar Pine Whipped Cream Honey Cedarwood Sweet Sandalwood Body
509,Black Widow,Exhilarating Citrus Sour Energetic Appetizing Tropical Head Floral Fruity Sweet Relaxing Body
510,White Widow,Exhilarating Body Dizzy Spicy Tar Light headed Dill Head Sleepy Chemical Floral Pine Spacy / Confusedly Sweet Herbs Sweat Microbiological Bitter
511,Jaffa Cake,Exhilarating Activate Stress Psychedelic Nervous / Fidgety Energetic Appetizing Paranoia Light headed Head Racy Thought provoking Meditativ Uplifting Spacy / Confusedly Pain numbing Body Aphrodisiac
512,Chocolate Skunk,Narcotic Sour Energetic Spicy Hashish Head Thought provoking Cedarwood Sweet Relaxing Meditativ Pain numbing Body Bitter
513,Bahia Blackhead,Exhilarating Activate Earth Spicy Hashish Relaxing Head Microbiological Calming Sandalwood Body Wood
514,Amazing Haze,Tangerine Citrus Sour Pineapple Tropical Orange Floral Fruity Grapefruit Sweet Sweet Lemon Bitter
515,Kannabia Special,Body Earth Spicy Hashish Head Pine Musky Herbs Sandalwood Microbiological
516,Bubble Kush,Couch Lock Bubble Gum Activate Sour Uplifting Earth Spicy Head Floral Sweet Microbiological Calming Body Bitter
517,Critical Kali Mist,Couch Lock Exhilarating Activate Narcotic Psychedelic Energetic Appetizing Sleepy Head Thought provoking Meditativ Uplifting Relaxing Spacy / Confusedly Pain numbing Calming Body Aphrodisiac
518,Supersonic Cristal Storm,Couch Lock Narcotic Appetizing Psychedelic Rot Creeps Earth Dizzy Light headed Relaxing Head Meditativ Spacy / Confusedly Microbiological Pain numbing Calming Body Bitter
519,Fast Bud Auto,Uplifting Activate Exhilarating Appetizing Sleepy Tropical Berry Head Floral Fruity Sweet Relaxing Calming Body Couch Lock
520,Blue Invader,Couch Lock Exhilarating Citrus Sour Body Appetizing Earth Spicy Relaxing Head Pine Cedarwood Microbiological Calming Sandalwood Sweet Lemon Wood Aphrodisiac
521,Jordan Page-B,Exhilarating Sour Psychedelic Energetic Spicy Head Thought provoking Pine Musky Cedarwood Uplifting Microbiological Sandalwood Body
522,Spiritual Punk,Pepper Uplifting Narcotic Jasmine Creeps Spicy Relaxing Head Thought provoking Floral Meditativ Sweet Herbs Spacy / Confusedly Pain numbing Calming Body Couch Lock
523,Sweet Tooth 3 BX1,Uplifting Citrus Sour Activate Exhilarating Body Narcotic Energetic Head Grapefruit Sweet Sweet Lemon
524,Custard Cream,Exhilarating Activate Narcotic Energetic Appetizing Dizzy Light headed Sleepy Head Racy Thought provoking Spacy / Confusedly Uplifting Pain numbing Calming Body Couch Lock
525,Brains Choice,Couch Lock Exhilarating Activate Narcotic Psychedelic Energetic Appetizing Sleepy Head Racy Spacy / Confusedly Uplifting Relaxing Pain numbing Calming Body Aphrodisiac
526,Jack the Ripper F2,Pepper Uplifting Activate Exhilarating Fennel Psychedelic Energetic Appetizing Hot Spicy Head Spearmint Herbs Sweet Calming Sandalwood Body
527,Cristal Limit,Microbiological Spicy Sage Parsley Musky Pine Cedarwood Herbs Sandalwood Thyme
528,Il Diavolo,Couch Lock Activate Narcotic Psychedelic Energetic Appetizing Light headed Sleepy Head Thought provoking Meditativ Uplifting Relaxing Pain numbing Calming Body Aphrodisiac
529,Strawberry Cough,Citrus Sour Rot Microbiological Strawberry Earth Spicy Hot BBQ Sauce Berry Orange Blood Orange Fruity Sweet Herbs Sweet Lemon
530,Caramella,Bubble Gum Uplifting Exhilarating Energetic Appetizing Tropical Head Honey Floral Fruity Cantaloupe Sweet Relaxing Calming Body Vanilla Couch Lock
531,Mango Sapphire,Uplifting Activate Sour Narcotic Appetizing Sleepy Head Sugar Fruity Meditativ Sweet Relaxing Calming Body Couch Lock
532,Armageddon,Couch Lock Exhilarating Activate Narcotic Energetic Appetizing Paranoia Light headed Head Thought provoking Spacy / Confusedly Uplifting Relaxing Pain numbing Calming Body Aphrodisiac
533,Sudden Flower 47,Exhilarating Activate Narcotic Psychedelic Appetizing Dizzy Sleepy Head Racy Thought provoking Meditativ Uplifting Relaxing Pain numbing Calming Body Couch Lock
534,Jah Herer,Couch Lock Exhilarating Activate Stress Psychedelic Nervous / Fidgety Energetic Appetizing Head Thought provoking Meditativ Uplifting Relaxing Pain numbing Calming Body Aphrodisiac
535,Super Skunk,Couch Lock Narcotic Sour Psychedelic Appetizing Spicy Relaxing Sleepy Head Thought provoking Meditativ Sweet Microbiological Pain numbing Calming Body Bitter
536,Morango,Uplifting Activate Sour Exhilarating Narcotic Nervous / Fidgety Energetic Dizzy Relaxing Sleepy Head Thought provoking Meditativ Sweet Microbiological Calming Body
537,Lemon Kush,Narcotic Appetizing Psychedelic Spicy Paranoia Sleepy Head Meditativ Uplifting Relaxing Sweet Spacy / Confusedly Calming Body Couch Lock
538,Sour OG,Narcotic Sour Dairy Relaxing Sleepy Head Racy Sugar Thought provoking Cheese Meditativ Sweet Butter Spacy / Confusedly Calming Body Couch Lock
539,B. Lee,Activate Narcotic Psychedelic Nervous / Fidgety Energetic Appetizing Sleepy Head Thought provoking Meditativ Uplifting Relaxing Spacy / Confusedly Pain numbing Calming Body Couch Lock
540,Ultraviolet,Activate Sour Psychedelic Energetic Appetizing Spicy Light headed Head Spacy / Confusedly Sweet Relaxing Pain numbing Calming Body Aphrodisiac
541,NL5 x Afghan,Activate Narcotic Appetizing Earth Spicy Hashish Relaxing Head Sleepy Musky Meditativ Uplifting Microbiological Pain numbing Calming Body Couch Lock
542,Dr. Feelgood,Couch Lock Exhilarating Narcotic Sour Spicy Light headed Relaxing Head Sleepy Thought provoking Meditativ Sweet Microbiological Pain numbing Calming Body Bitter
543,Mr. Nice G13 X Hash Plant,Couch Lock Citrus Sour Narcotic Appetizing Spicy Hashish Head Orange Blood Orange Grapefruit Chemical Relaxing Diesel Calming Body Bitter
544,The Doctor,Exhilarating Sour Spicy Hot Mint Head Sugar Pear Floral Fruity Nectar Sweet Meditativ Plum Calming Sandalwood Body
545,Grand Daddy Purple,Cranberry Uplifting Activate Sour Exhilarating Nervous / Fidgety Energetic Dizzy Spicy Head Berry Fruity Sweet Relaxing Calming Acidic Body
546,CBD Critical Cure,Couch Lock Exhilarating Activate Energetic Psychedelic Appetizing Light headed Head Racy Thought provoking Meditativ Uplifting Relaxing Pain numbing Calming Body Aphrodisiac
547,C99 Hybrid,Exhilarating Activate Stress Psychedelic Nervous / Fidgety Energetic Appetizing Paranoia Sleepy Head Thought provoking Meditativ Uplifting Spacy / Confusedly Calming Body Couch Lock
548,Kripple Shock,Exhilarating Activate Stress Narcotic Energetic Appetizing Light headed Sleepy Head Thought provoking Meditativ Uplifting Relaxing Pain numbing Calming Body Couch Lock
549,Bubblegum XL,Activate Narcotic Energetic Nervous / Fidgety Appetizing Light headed Sleepy Head Racy Meditativ Uplifting Relaxing Spacy / Confusedly Pain numbing Calming Body Aphrodisiac
550,Dedoverde Haze,Couch Lock Uplifting Activate Exhilarating Energetic Appetizing Spicy Head Thought provoking Meditativ Sweet Relaxing Spacy / Confusedly Calming Body Bitter
551,Amnesia,Mango Uplifting Activate Narcotic Psychedelic Energetic Spicy Tropical Head Fruity Sweet Body
552,Twilight,Couch Lock Body Sour Narcotic Spicy Hashish Sleepy Tropical Head Fruity Pain numbing Sweet Herbs Sandalwood Microbiological Bitter
553,Grapefruit Diesel,Uplifting Citrus Sour Activate Body Energetic Appetizing Light headed Head Thought provoking Grapefruit Pain numbing Sweet Calming Sweet Lemon Aphrodisiac
554,G13 x Blueberry Headband,Uplifting Stress Sour Narcotic Spicy Sleepy Head Sugar Thought provoking Meditativ Sweet Relaxing Pain numbing Calming Body Couch Lock
555,OG.Kush-LemonLarry IBL,Exhilarating Activate Narcotic Energetic Nervous / Fidgety Appetizing Creeps Paranoia Sleepy Head Meditativ Uplifting Relaxing Pain numbing Calming Body
556,Purple Paralysis,Uplifting Activate Exhilarating Psychedelic Narcotic Energetic Spicy Hashish Head Racy Fruity Spacy / Confusedly Sweet Pain numbing Body Couch Lock
557,C-13 Haze,Exhilarating Activate Energetic Psychedelic Nervous / Fidgety Appetizing Head Racy Thought provoking Meditativ Uplifting Relaxing Pain numbing Calming Body Couch Lock
558,Automatic Mary,Uplifting Activate Sour Energetic Appetizing Dizzy Light headed Head Racy Meditativ Sweet Relaxing Spacy / Confusedly Pain numbing Body Bitter
559,Girl Scout Cookies,Uplifting Activate Sour Exhilarating Nervous / Fidgety Energetic Spicy Sleepy Head Chocolate Thought provoking Sweet Relaxing Calming Body Bitter
560,Grape OG,Narcotic Sour Soda Appetizing Creeps Spicy Relaxing Sleepy Head Thought provoking Charcoal Meditativ Microbiological Calming Body Bitter
561,The OG #18,Uplifting Citrus Sour Activate Psychedelic Narcotic Dizzy Spicy Hashish Sleepy Head Floral Sweet Calming Body Couch Lock
562,Afghani Special,Uplifting Narcotic Sour Spicy Hashish Light headed Head Sleepy Spacy / Confusedly Sweet Relaxing Calming Body Couch Lock
563,Star 47,Couch Lock Citrus Sour Psychedelic Narcotic Energetic Appetizing Lemon Head Thought provoking Pain numbing Uplifting Relaxing Calming Body Bitter
564,Northern Lights x Skunk #1,Couch Lock Exhilarating Activate Narcotic Psychedelic Energetic Appetizing Sleepy Head Meditativ Uplifting Relaxing Pain numbing Calming Body Aphrodisiac
565,Bubble Berry,Earth Head Berry Blueberry Fruity Floral Sweet Microbiological Body Couch Lock
566,Melon Gum,Uplifting Narcotic Sour Light headed Sleepy Head Berry Floral Fruity Meditativ Sweet Body Aphrodisiac
567,Fruity Juice,Couch Lock Activate Narcotic Psychedelic Energetic Appetizing Light headed Head Meditativ Uplifting Relaxing Spacy / Confusedly Pain numbing Calming Body Aphrodisiac
568,Red Cherry Berry,Narcotic Peach Tropical Head Floral Fruity Sweet Relaxing Calming Body Cherry Blossom
569,Sweet Chunk S1,Exhilarating Sour Appetizing Spicy Relaxing Head Thought provoking Spacy / Confusedly Sweet Microbiological Pain numbing Calming Body Bitter
570,Trainwreck,Uplifting Appetizing Leather Earth Spicy Relaxing Sleepy Head Musky Meditativ Sweet Microbiological Calming Body
571,Snow White,Couch Lock Narcotic Psychedelic Maple Spicy Light headed Coughsyrup Head Chemical Meditativ Honey Relaxing Sweet Calming Body Bitter
572,Casey Jones,Couch Lock Exhilarating Activate Sour Narcotic Sleepy Head Chemical Sweet Diesel Calming Acidic Body Bitter
573,Jamaican Dream,Exhilarating Citrus Sour Activate Narcotic Energetic Appetizing Strawberry Tropical Berry Head Fruity Sweet Body Aphrodisiac
574,Desconocida Kush,Citrus Sour Appetizing Earth Lemon Relaxing Sleepy Head Thought provoking Meditativ Uplifting Microbiological Pain numbing Calming Acidic Body
575,White Widow,Citrus Sour Activate Body Narcotic Appetizing Spicy Hot Sleepy Head Floral Sweet Relaxing Calming Sweet Lemon Couch Lock
576,Tangilope,Tangerine Exhilarating Activate Sour Psychedelic Energetic Dizzy Dairy Tropical Head Orange Blood Orange Fruity Sweet Sour Cream Body
577,Crockett's Tangie,Tangerine Citrus Sour Orange Blossom Lemon Sugar Orange Floral Fruity Grapefruit Sweet Blood Orange Grape Sweet Lemon
578,Headshot,Narcotic Sour Appetizing Creeps Dizzy Spicy Hashish Head Racy Floral Fruity Spacy / Confusedly Sweet Calming Body Couch Lock
579,Sterling Haze,Uplifting Citrus Sour Lime Activate Exhilarating Psychedelic Energetic Lemon Tropical Head Fruity Passion Fruit Relaxing Sweet Body
580,Masterkush,Citrus Sour Body Spicy Hashish Head Meditativ Relaxing Calming Sweet Lemon Couch Lock
581,Double Dutch,Exhilarating Narcotic Appetizing Hot Spicy Mint Relaxing Head Paranoia Sleepy Spacy / Confusedly Herbs Calming Body Couch Lock
582,Opium,Exhilarating Activate Energetic Psychedelic Nervous / Fidgety Appetizing Paranoia Light headed Head Thought provoking Meditativ Uplifting Spacy / Confusedly Pain numbing Body Couch Lock
583,Hubble Bubble,Citrus Sour Narcotic Appetizing Sleepy Tropical Head Chemical Floral Fruity Passion Fruit Relaxing Sweet Aphrodisiac Body Bitter
584,Heavy Duty Haze,Uplifting Activate Exhilarating Energetic Nervous / Fidgety Appetizing Spicy Head Floral Fruity Spacy / Confusedly Sweet Herbs Body
585,Diesel Star,Couch Lock Narcotic Metal Hot Spicy Sleepy Chemical Diesel Calming Body Bitter
586,ReCon,Uplifting Activate Sour Psychedelic Narcotic Energetic Appetizing Spicy Head Meditativ Sweet Relaxing Pain numbing Calming Body Couch Lock
587,Silver Bubble,Exhilarating Activate Narcotic Psychedelic Energetic Appetizing Sleepy Head Thought provoking Meditativ Uplifting Relaxing Pain numbing Calming Body Couch Lock
588,First Sativa,Uplifting Exhilarating Sour Appetizing Spicy Hashish Relaxing Head Floral Fruity Meditativ Sweet Herbs Pain numbing Calming Body
589,Durban Poison,Activate Energetic Psychedelic Appetizing Creeps Paranoia Sleepy Head Thought provoking Meditativ Uplifting Relaxing Spacy / Confusedly Calming Body Couch Lock
590,Royal AK Automatic,Activate Sour Psychedelic Stress Narcotic Spicy Sleepy Head Spacy / Confusedly Relaxing Calming Body Couch Lock
591,Sweet Cheese,Exhilarating Activate Narcotic Psychedelic Appetizing Sleepy Head Thought provoking Meditativ Uplifting Relaxing Pain numbing Calming Body Couch Lock
592,OG.Kush-LemonLarry x DeepChunk,Spicy Hashish Head Thought provoking Fruity Meditativ Sweet Microbiological Spacy / Confusedly Pain numbing Calming Body Couch Lock
593,Madness,Exhilarating Activate Narcotic Psychedelic Appetizing Light headed Sleepy Head Racy Thought provoking Pain numbing Uplifting Calming Body Couch Lock
594,Mazar Extra,Narcotic Sour Spicy Hashish Head Thought provoking Pine Meditativ Sweet Pain numbing Body Bitter
595,La Musa,Couch Lock Activate Narcotic Psychedelic Appetizing Light headed Sleepy Head Meditativ Uplifting Relaxing Pain numbing Calming Body Aphrodisiac
596,Shiva Shanti II,Couch Lock Narcotic Energetic Psychedelic Appetizing Relaxing Sleepy Head Thought provoking Spacy / Confusedly Pain numbing Microbiological Calming Body Aphrodisiac
597,White Widow,Exhilarating Sour Energetic Appetizing Spicy Relaxing Head Thought provoking Meditativ Sweet Microbiological Pain numbing Calming Body
598,Critical Neville Haze,Exhilarating Activate Energetic Psychedelic Nervous / Fidgety Appetizing Light headed Head Thought provoking Pain numbing Uplifting Relaxing Calming Body Aphrodisiac
599,King's Kush,Couch Lock Activate Narcotic Psychedelic Energetic Appetizing Sleepy Head Racy Meditativ Uplifting Pain numbing Calming Body Aphrodisiac
600,White Diesel Haze Automatic,Exhilarating Activate Stress Psychedelic Narcotic Nervous / Fidgety Creeps Appetizing Head Spacy / Confusedly Dizzy Relaxing Calming Body Couch Lock
601,Power Flower,Exhilarating Activate Sour Energetic Light headed Sleepy Head Racy Uplifting Relaxing Sweet Calming Body
602,Freddy's Best,Exhilarating Activate Narcotic Psychedelic Sleepy Head Thought provoking Meditativ Uplifting Relaxing Spacy / Confusedly Pain numbing Calming Body Couch Lock
603,Auto Wappa,Uplifting Citrus Sour Activate Exhilarating Narcotic Dizzy Head Sugar Sweet Calming Body Couch Lock
604,White Skunk,Lime Citrus Sour Activate Lemon Head Orange Sweet Body
605,Kosher Kush,Narcotic Hot Spicy Relaxing Sleepy Head Thought provoking Meditativ Uplifting Herbs Pain numbing Calming Body Couch Lock
606,Sweet Haze,Uplifting Activate Sour Exhilarating Psychedelic Spicy Relaxing Head Thought provoking Meditativ Sweet Microbiological Spacy / Confusedly Sandalwood Bitter
607,Royal Critical Automatic,Uplifting Sour Spicy Tropical Head Sugar Fruity Passion Fruit Herbs Sweet Calming Body
608,Caramel Candy Kush,Pepper Organic Cocoa Spicy Butterscotch Sugar Chemical Floral Fruity Sweet Herbs Diesel Coffee Vanilla Bitter
609,White Widow,Narcotic Appetizing Psychedelic Light headed Sleepy Head Berry Tropical Fruity Spacy / Confusedly Sweet Relaxing Pain numbing Calming Body
610,Snozzberry,Uplifting Stress Narcotic Appetizing Earth Relaxing Head Chocolate Meditativ Sweet Microbiological Pain numbing Calming Body Aphrodisiac
611,Jack Flash,Exhilarating Energetic Psychedelic Nervous / Fidgety Appetizing Creeps Dizzy Head Thought provoking Spacy / Confusedly Uplifting Relaxing Calming Body Aphrodisiac
612,Doc's OG,Uplifting Activate Sour Narcotic Appetizing Spicy Head Chemical Spacy / Confusedly Sweet Calming Body Bitter
613,Green Crack,Uplifting Activate Exhilarating Energetic Nervous / Fidgety Appetizing Spicy Head Racy Sugar Pine Fruity Sweet Calming Body
